% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
4.165	1	2	417	6	2	12	621
4.168	1	2	417	9	2	12	621
4.171	1	2	418	2	2	12	621
4.173	1	1	418	4	1	4	225
4.184	1	2	419	5	2	4	105
4.185	1	2	419	6	2	4	105
4.186	1	2	419	7	2	4	105
4.187	1	2	419	8	2	4	105
4.188	1	2	419	9	2	4	105
4.189	1	2	419	10	2	4	105
4.19	1	2	420	1	2	4	105
4.191	1	2	420	2	2	2	65
4.192	1	2	420	3	2	4	105
4.198	1	2	420	9	2	14	389
4.203	1	2	421	4	2	14	389
4.207	1	2	421	8	2	8	209
4.208	1	2	421	9	2	8	209
4.21	1	2	422	1	2	12	301
4.214	1	2	422	5	2	8	209
4.216	1	2	422	7	2	8	209
4.22	1	2	423	1	2	8	209
4.223	1	2	423	4	2	8	209
4.224	1	2	423	5	2	8	209
4.226	1	2	423	7	2	8	209
4.227	1	2	423	8	2	2	65
4.228	1	2	423	9	2	2	65
4.229	1	2	423	10	2	2	65
4.234	1	2	424	5	2	8	209
4.237	1	2	424	8	2	8	209
4.239	1	2	424	10	2	8	209
4.241	1	2	425	2	2	6	153
4.243	1	2	425	4	2	6	153
4.246	1	2	425	7	2	8	209
4.247	1	2	425	8	2	8	209
4.249	1	2	425	10	2	14	389
4.253	1	2	426	4	2	14	389
4.254	1	2	426	5	2	14	389
4.257	1	2	426	8	2	14	389
4.26	1	2	427	1	2	14	389
4.262	1	2	427	3	2	14	389
4.266	1	2	427	7	2	2	65
4.267	1	2	427	8	2	14	389
4.27	1	2	428	1	2	14	389
4.271	1	2	428	2	2	14	389
4.273	1	2	428	4	2	10	233
4.276	1	2	428	7	2	6	153
4.278	1	2	428	9	2	8	209
4.28	1	2	429	1	2	10	233
4.283	1	2	429	4	2	16	453
4.288	1	2	429	9	2	16	453
4.29	1	2	430	1	2	10	233
4.292	1	2	430	3	2	10	233
4.293	1	2	430	4	2	10	233
4.295	1	2	430	6	2	8	209
4.297	1	2	430	8	2	12	301
4.3	1	2	431	1	2	8	209
4.302	1	2	431	3	2	12	301
4.304	1	2	431	5	2	18	485
4.306	1	2	431	7	2	18	485
4.308	1	2	431	9	2	14	389
4.31	1	2	432	1	2	12	301
4.311	1	2	432	2	2	6	153
4.312	1	2	432	3	2	6	153
4.314	1	2	432	5	2	10	233
4.316	1	2	432	7	2	12	301
4.318	1	2	432	9	2	10	233
4.32	1	2	433	1	2	10	233
4.321	1	2	433	2	2	6	153
4.321	1	1	433	2	1	8	209
4.322	1	1	433	3	1	8	437
4.323	1	2	433	4	2	2	137
4.324	1	2	433	5	2	2	137
4.325	1	2	433	6	2	2	137
4.327	1	2	433	8	2	2	137
4.33	1	2	434	1	2	2	137
4.334	1	2	434	5	2	2	137
4.335	1	2	434	6	2	2	137
4.339	1	2	434	10	2	12	621
4.34	1	2	435	1	2	12	621
4.341	1	2	435	2	2	0	85
4.342	1	2	435	3	2	0	85
4.345	1	2	435	6	2	0	85
4.347	1	1	435	8	1	4	225
4.349	1	2	435	10	2	14	807
4.352	1	2	436	3	2	0	85
4.354	1	2	436	5	2	0	85
4.355	1	2	436	6	2	0	85
4.356	1	2	436	7	2	0	85
4.358	1	2	436	9	2	0	85
4.361	1	2	437	2	2	2	137
4.363	1	2	437	4	2	4	225
4.365	1	2	437	6	2	14	807
4.367	1	2	437	8	2	14	807
4.372	1	2	438	3	2	8	437
4.373	1	2	438	4	2	8	437
4.375	1	2	438	6	2	8	437
4.381	1	2	439	2	2	14	389
4.382	1	2	439	3	2	14	389
4.383	1	2	439	4	2	14	389
4.385	1	2	439	6	2	14	389
4.387	1	2	439	8	2	14	389
4.388	1	2	439	9	2	12	301
4.389	1	2	439	10	2	10	233
4.39	1	2	440	1	2	12	301
4.391	1	2	440	2	2	12	301
4.394	1	2	440	5	2	18	485
4.395	1	2	440	6	2	18	485
4.4	1	2	441	1	2	18	485
4.401	1	2	441	2	2	6	153
4.402	1	2	441	3	2	4	105
4.403	1	2	441	4	2	4	105
4.406	1	2	441	7	2	4	105
4.409	1	2	441	10	2	10	233
4.41	1	2	442	1	2	14	389
4.411	1	2	442	2	2	14	389
4.412	1	2	442	3	2	14	389
4.419	1	2	442	10	2	14	389
4.42	1	2	443	1	2	14	389
4.421	1	2	443	2	2	14	389
4.422	1	2	443	3	2	14	389
4.423	1	2	443	4	2	14	389
4.424	1	2	443	5	2	14	389
4.425	1	2	443	6	2	14	389
4.43	1	2	444	1	2	14	389
4.438	1	2	444	9	2	14	389
4.44	1	2	445	1	2	14	389
4.441	1	2	445	2	2	14	389
4.442	1	2	445	3	2	14	389
4.444	1	2	445	5	2	14	389
4.445	1	2	445	6	2	10	233
