t	RBG	i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	i*	TB
227	11	22950.1	2146.27	15139.3	20993.4	16792.4	12720.2	12038.5	11327.9	3934.11	9525.99	4	176
227	12	22950.1	2146.27	15139.3	20993.4	16792.4	12720.2	12038.5	11327.9	3934.11	9525.99	4	176
228	1	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	2	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	3	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	4	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	5	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	6	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	7	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	8	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	9	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	10	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	11	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
228	12	38598	42388.8	7086.49	20993.4	16792.4	12720.2	12038.5	9723.92	3934.11	2650.09	7	632
229	1	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	2	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	3	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	4	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	5	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	6	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	7	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	8	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	9	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	10	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	11	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
229	12	38598	42388.8	7086.49	20993.4	21718.2	12720.2	1861.62	9723.92	15485.3	2650.09	7	632
230	1	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	2	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	3	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	4	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	5	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	6	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	7	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	8	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	9	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	10	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	11	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
230	12	22950.1	25218.7	4831.7	20993.4	21718.2	21415	1861.62	6115.04	15485.3	5658.3	7	376
231	1	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	2	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	3	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	4	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	5	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	6	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	7	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	8	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	9	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	10	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	11	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
231	12	22950.1	25218.7	4831.7	17097.7	21718.2	21415	7570.59	6115.04	15485.3	5658.3	7	376
232	1	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	2	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	3	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	4	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	5	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	6	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	7	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	8	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	9	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	10	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	11	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
232	12	9388.69	32730.6	10307.6	17097.7	21718.2	15618.5	7570.59	11327.9	15485.3	2650.09	7	488
233	1	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	2	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	3	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	4	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	5	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	6	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	7	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	8	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	9	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	10	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	11	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
233	12	9388.69	32730.6	10307.6	10172.1	17688	15618.5	4592	11327.9	5105.97	2650.09	7	488
234	1	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	2	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	3	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	4	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	5	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	6	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	7	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	8	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	9	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	10	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	11	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
234	12	22950.1	52047	25446.9	10172.1	17688	7567.71	4592	4711.59	5105.97	5371.8	7	776
241	1	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	2	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	3	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	4	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	5	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	6	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	7	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	8	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	9	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	10	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	11	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
241	12	22950.1	52047	25446.9	17097.7	16792.4	7567.71	5833.07	4711.59	6612.65	5371.8	7	776
242	1	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	2	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	3	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	4	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	5	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	6	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	7	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	8	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	9	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	10	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	11	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
242	12	4172.75	40242.5	19648.9	17097.7	16792.4	15618.5	5833.07	11327.9	6612.65	5658.3	7	600
243	1	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	2	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	3	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	4	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	5	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	6	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	7	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	8	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	9	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	10	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	11	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
243	12	4172.75	40242.5	19648.9	17097.7	17688	15618.5	7570.59	11327.9	1255.57	5658.3	7	600
244	1	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	2	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	3	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	4	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	5	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	6	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	7	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	8	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	9	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	10	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	11	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
244	12	38598	32730.6	11918.2	17097.7	17688	5957.56	7570.59	13332.8	1255.57	2650.09	4	296
245	1	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	2	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	3	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	4	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	5	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	6	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	7	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	8	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	9	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	10	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	11	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
245	12	38598	32730.6	11918.2	3246.4	25300.6	5957.56	7570.59	13332.8	6612.65	2650.09	4	296
246	1	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	2	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	3	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	4	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	5	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	6	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	7	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	8	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	9	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	10	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	11	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
246	12	22950.1	11804.5	2899.02	3246.4	25300.6	18194.7	7570.59	7919.48	6612.65	1575.73	0	904
247	1	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	2	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	3	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	4	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	5	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	6	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	7	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	8	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	9	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	10	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	11	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
247	12	22950.1	11804.5	2899.02	16232	21718.2	18194.7	12038.5	7919.48	6277.83	1575.73	4	176
248	1	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	2	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	3	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	4	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	5	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	6	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	7	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	8	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	9	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	10	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	11	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
248	12	49029.8	19853	24158.5	16232	21718.2	21415	12038.5	9723.92	6277.83	4369.06	4	376
249	1	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	2	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	3	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	4	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	5	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	6	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	7	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	8	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	9	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	10	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	11	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
249	12	49029.8	19853	24158.5	8007.79	16792.4	21415	5833.07	9723.92	12472	4369.06	4	376
250	1	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	2	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	3	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	4	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	5	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	6	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	7	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	8	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	9	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	10	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	11	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
250	12	101189	32730.6	25446.9	8007.79	16792.4	15618.5	5833.07	14936.7	12472	6947.53	4	776
257	1	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	2	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	3	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	4	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	5	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	6	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	7	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	8	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	9	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	10	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	11	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
257	12	101189	32730.6	25446.9	20993.4	10523.3	15618.5	16506.4	14936.7	11132.7	6947.53	4	776
258	1	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	2	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	3	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	4	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	5	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	6	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	7	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	8	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	9	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	10	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	11	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
258	12	78239.1	19853	7086.49	20993.4	10523.3	12720.2	16506.4	9723.92	11132.7	8093.51	4	600
259	1	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	2	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	3	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	4	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	5	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	6	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	7	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	8	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	9	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	10	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	11	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
259	12	78239.1	19853	7086.49	13202	17688	12720.2	12038.5	9723.92	334.818	8093.51	4	600
260	1	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	2	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	3	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	4	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	5	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	6	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	7	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	8	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	9	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	10	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
260	11	49029.8	2146.27	25446.9	13202	17688	18194.7	12038.5	7919.48	334.818	6947.53	4	376
