% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi
3578	1	1	1	0	0	41	0	1
3578	1	2	2	0	16	453	0	1
3580	1	1	1	0	0	41	0	1
3580	1	2	2	0	16	453	0	1
3584	1	1	1	0	0	41	0	1
3584	1	2	2	0	16	453	0	1
3586	1	1	1	0	10	233	0	1
3586	1	2	2	0	16	453	0	1
3609	1	2	2	0	14	389	0	1
3628	1	2	2	0	12	301	0	1
3630	1	2	2	0	12	301	0	1
3632	1	2	2	0	12	301	0	1
3634	1	2	2	0	12	301	0	1
3636	1	2	2	0	16	453	0	1
3638	1	2	2	0	10	233	0	1
3648	1	2	2	0	20	597	0	1
3650	1	2	2	0	20	597	0	1
3651	1	2	2	0	20	597	0	1
3653	1	2	2	0	20	597	0	1
3656	1	2	2	0	22	693	0	1
3659	1	2	2	0	16	453	0	1
3667	1	2	2	0	18	485	0	1
3671	1	2	2	0	18	485	0	1
3673	1	2	2	0	18	485	0	1
3675	1	2	2	0	12	301	0	1
3677	1	2	2	0	12	301	0	1
3679	1	2	2	0	14	389	0	1
3686	1	2	2	0	12	301	0	1
3687	1	1	1	0	0	41	0	1
3687	1	2	2	0	12	301	0	1
3688	1	1	1	0	0	85	0	1
3689	1	1	1	0	0	41	0	1
3713	1	1	1	0	6	153	0	1
3718	1	1	1	0	6	153	0	1
3720	1	1	1	0	6	153	0	1
3732	1	1	1	0	6	153	0	1
3739	1	1	1	0	4	105	0	1
3748	1	1	1	0	4	105	0	1
3753	1	1	1	0	4	105	0	1
3756	1	1	1	0	4	105	0	1
3763	1	1	1	0	6	153	0	1
3770	1	1	1	0	2	65	0	1
3773	1	1	1	0	2	65	0	1
3777	1	1	1	0	4	105	0	1
3784	1	1	1	0	8	209	0	1
3792	1	1	1	0	8	209	0	1
3795	1	1	1	0	8	209	0	1
3799	1	1	1	0	4	105	0	1
3800	1	1	1	0	4	105	0	1
3847	1	1	1	0	4	105	0	1
3848	1	1	1	0	4	105	0	1
3848	1	2	2	0	6	153	0	1
3849	1	2	2	0	6	325	0	1
3867	1	1	1	0	4	225	0	1
3873	1	2	2	0	4	225	0	1
3875	1	2	2	0	4	225	0	1
3877	1	2	2	0	4	225	0	1
3878	1	2	2	0	4	225	0	1
3880	1	2	2	0	16	967	0	1
3882	1	1	1	0	8	437	0	1
3885	1	2	2	0	14	807	0	1
3892	1	2	2	0	12	621	0	1
3893	1	2	2	0	12	621	0	1
3894	1	2	2	0	12	621	0	1
3895	1	2	2	0	12	621	0	1
3896	1	1	1	0	2	137	0	1
3898	1	2	2	0	12	621	0	1
3899	1	2	2	0	6	325	0	1
3900	1	2	2	0	12	621	0	1
3901	1	2	2	0	14	807	0	1
3902	1	2	2	0	14	807	0	1
3906	1	1	1	0	2	137	0	1
3909	1	1	1	0	2	137	0	1
3910	1	2	2	0	14	807	0	1
3911	1	2	2	0	14	807	0	1
3912	1	2	2	0	14	807	0	1
3914	1	2	2	0	14	807	0	1
3928	1	2	2	0	8	209	0	1
3930	1	2	2	0	8	209	0	1
3932	1	2	2	0	8	209	0	1
3947	1	2	2	0	4	105	0	1
3954	1	2	2	0	14	389	0	1
3958	1	2	2	0	14	389	0	1
3966	1	2	2	0	20	597	0	1
3967	1	2	2	0	20	597	0	1
3970	1	2	2	0	20	597	0	1
3973	1	2	2	0	8	209	0	1
3990	1	2	2	0	8	209	0	1
3992	1	2	2	0	8	209	0	1
3994	1	2	2	0	8	209	0	1
3996	1	2	2	0	8	209	0	1
4007	1	1	1	0	6	325	0	1
4012	1	2	2	0	2	137	0	1
4015	1	2	2	0	2	137	0	1
4017	1	2	2	0	2	137	0	1
4018	1	2	2	0	2	137	0	1
4019	1	2	2	0	16	967	0	1
4029	1	1	1	0	6	325	0	1
4031	1	2	2	0	8	437	0	1
4034	1	2	2	0	8	437	0	1
4039	1	2	2	0	8	437	0	1
4041	1	2	2	0	10	501	0	1
4042	1	1	1	0	2	137	0	1
4045	1	1	1	0	2	137	0	1
4049	1	1	1	0	10	501	0	1
4053	1	1	1	0	10	501	0	1
4055	1	2	2	0	10	501	0	1
4058	1	1	1	0	2	137	0	1
4062	1	2	2	0	4	225	0	1
4065	1	1	1	0	6	325	0	1
4069	1	2	2	0	6	325	0	1
4071	1	2	2	0	6	325	0	1
4072	1	2	2	0	6	325	0	1
4074	1	2	2	0	6	325	0	1
4076	1	2	2	0	12	621	0	1
4077	1	1	1	0	6	325	0	1
4079	1	1	1	0	6	325	0	1
4082	1	2	2	0	12	621	0	1
4086	1	1	1	0	2	137	0	1
4089	1	1	1	0	2	137	0	1
4094	1	1	1	0	6	325	0	1
4096	1	2	2	0	10	501	0	1
4099	1	1	1	0	6	325	0	1
4101	1	2	2	0	10	501	0	1
4103	1	2	2	0	2	137	0	1
4104	1	2	2	0	2	137	0	1
4105	1	2	2	0	2	137	0	1
4106	1	2	2	0	2	137	0	1
4110	1	1	1	0	2	137	0	1
4115	1	2	2	0	18	999	0	1
4116	1	2	2	0	18	999	0	1
4118	1	2	2	0	18	999	0	1
4121	1	2	2	0	18	999	0	1
4123	1	1	1	0	10	501	0	1
4125	1	2	2	0	6	325	0	1
4129	1	1	1	0	10	501	0	1
4134	1	2	2	0	6	325	0	1
4136	1	2	2	0	6	325	0	1
4139	1	1	1	0	6	325	0	1
4142	1	1	1	0	6	325	0	1
4144	1	2	2	0	4	225	0	1
4145	1	2	2	0	4	225	0	1
4147	1	2	2	0	4	225	0	1
4152	1	2	2	0	4	105	0	1
4167	1	1	1	0	10	233	0	1
4168	1	2	2	0	12	621	0	1
4169	1	2	2	0	12	621	0	1
4171	1	2	2	0	12	621	0	1
4174	1	2	2	0	12	621	0	1
4177	1	2	2	0	12	621	0	1
4179	1	1	1	0	4	225	0	1
4190	1	2	2	0	4	105	0	1
4191	1	2	2	0	4	105	0	1
4192	1	2	2	0	4	105	0	1
4193	1	2	2	0	4	105	0	1
4194	1	2	2	0	4	105	0	1
4195	1	2	2	0	4	105	0	1
4196	1	2	2	0	4	105	0	1
4197	1	2	2	0	2	65	0	1
4198	1	2	2	0	4	105	0	1
4204	1	2	2	0	14	389	0	1
4209	1	2	2	0	14	389	0	1
4213	1	2	2	0	8	209	0	1
4214	1	2	2	0	8	209	0	1
4216	1	2	2	0	12	301	0	1
4220	1	2	2	0	8	209	0	1
4222	1	2	2	0	8	209	0	1
4226	1	2	2	0	8	209	0	1
4229	1	2	2	0	8	209	0	1
4230	1	2	2	0	8	209	0	1
4232	1	2	2	0	8	209	0	1
4233	1	2	2	0	2	65	0	1
4234	1	2	2	0	2	65	0	1
4235	1	2	2	0	2	65	0	1
4240	1	2	2	0	8	209	0	1
4243	1	2	2	0	8	209	0	1
4245	1	2	2	0	8	209	0	1
4247	1	2	2	0	6	153	0	1
4249	1	2	2	0	6	153	0	1
4252	1	2	2	0	8	209	0	1
4253	1	2	2	0	8	209	0	1
4255	1	2	2	0	14	389	0	1
4259	1	2	2	0	14	389	0	1
4260	1	2	2	0	14	389	0	1
4263	1	2	2	0	14	389	0	1
4266	1	2	2	0	14	389	0	1
4268	1	2	2	0	14	389	0	1
4272	1	2	2	0	2	65	0	1
4273	1	2	2	0	14	389	0	1
4276	1	2	2	0	14	389	0	1
4277	1	2	2	0	14	389	0	1
4279	1	2	2	0	10	233	0	1
4282	1	2	2	0	6	153	0	1
4284	1	2	2	0	8	209	0	1
4286	1	2	2	0	10	233	0	1
4289	1	2	2	0	16	453	0	1
4294	1	2	2	0	16	453	0	1
4296	1	2	2	0	10	233	0	1
4298	1	2	2	0	10	233	0	1
4299	1	2	2	0	10	233	0	1
4301	1	2	2	0	8	209	0	1
4303	1	2	2	0	12	301	0	1
4306	1	2	2	0	8	209	0	1
4308	1	2	2	0	12	301	0	1
4310	1	2	2	0	18	485	0	1
4312	1	2	2	0	18	485	0	1
4314	1	2	2	0	14	389	0	1
4316	1	2	2	0	12	301	0	1
4317	1	2	2	0	6	153	0	1
4318	1	2	2	0	6	153	0	1
4320	1	2	2	0	10	233	0	1
4322	1	2	2	0	12	301	0	1
4324	1	2	2	0	10	233	0	1
4326	1	2	2	0	10	233	0	1
4327	1	1	1	0	8	209	0	1
4327	1	2	2	0	6	153	0	1
4328	1	1	1	0	8	437	0	1
4329	1	2	2	0	2	137	0	1
4330	1	2	2	0	2	137	0	1
4331	1	2	2	0	2	137	0	1
4333	1	2	2	0	2	137	0	1
4336	1	2	2	0	2	137	0	1
4340	1	2	2	0	2	137	0	1
4341	1	2	2	0	2	137	0	1
4345	1	2	2	0	12	621	0	1
4346	1	2	2	0	12	621	0	1
4347	1	2	2	0	0	85	0	1
4348	1	2	2	0	0	85	0	1
4351	1	2	2	0	0	85	0	1
4353	1	1	1	0	4	225	0	1
4355	1	2	2	0	14	807	0	1
4358	1	2	2	0	0	85	0	1
4360	1	2	2	0	0	85	0	1
4361	1	2	2	0	0	85	0	1
4362	1	2	2	0	0	85	0	1
4364	1	2	2	0	0	85	0	1
4367	1	2	2	0	2	137	0	1
4369	1	2	2	0	4	225	0	1
4371	1	2	2	0	14	807	0	1
4373	1	2	2	0	14	807	0	1
4378	1	2	2	0	8	437	0	1
4379	1	2	2	0	8	437	0	1
4381	1	2	2	0	8	437	0	1
4387	1	2	2	0	14	389	0	1
4388	1	2	2	0	14	389	0	1
4389	1	2	2	0	14	389	0	1
4391	1	2	2	0	14	389	0	1
4393	1	2	2	0	14	389	0	1
4394	1	2	2	0	12	301	0	1
4395	1	2	2	0	10	233	0	1
4396	1	2	2	0	12	301	0	1
4397	1	2	2	0	12	301	0	1
4400	1	2	2	0	18	485	0	1
4401	1	2	2	0	18	485	0	1
4406	1	2	2	0	18	485	0	1
4407	1	2	2	0	6	153	0	1
4408	1	2	2	0	4	105	0	1
4409	1	2	2	0	4	105	0	1
4412	1	2	2	0	4	105	0	1
4415	1	2	2	0	10	233	0	1
4416	1	2	2	0	14	389	0	1
4417	1	2	2	0	14	389	0	1
4418	1	2	2	0	14	389	0	1
4425	1	2	2	0	14	389	0	1
4426	1	2	2	0	14	389	0	1
4427	1	2	2	0	14	389	0	1
4428	1	2	2	0	14	389	0	1
4429	1	2	2	0	14	389	0	1
4430	1	2	2	0	14	389	0	1
4431	1	2	2	0	14	389	0	1
4436	1	2	2	0	14	389	0	1
4444	1	2	2	0	14	389	0	1
4446	1	2	2	0	14	389	0	1
4447	1	2	2	0	14	389	0	1
4448	1	2	2	0	14	389	0	1
