% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
1.763	1	2	177	4	2	22	1383	0	0
1.764	1	2	177	5	2	8	421	0	0
1.765	1	2	177	6	2	8	421	0	0
1.766	1	2	177	7	2	18	967	0	0
1.767	1	2	177	8	2	18	967	0	0
1.771	1	1	178	2	1	8	421	0	0
1.772	1	1	178	3	1	14	775	0	0
1.773	1	1	178	4	1	14	775	0	0
1.774	1	1	178	5	1	20	1191	0	0
1.775	1	1	178	6	1	20	1191	0	0
1.776	1	1	178	7	1	10	469	0	0
1.777	1	1	178	8	1	10	469	0	0
1.778	1	1	178	9	1	16	903	0	0
1.779	1	1	178	10	1	16	903	0	0
1.78	1	1	179	1	1	18	967	0	0
1.781	1	1	179	2	1	18	967	0	0
1.782	1	2	179	3	2	16	903	0	0
1.783	1	2	179	4	2	16	903	0	0
1.784	1	2	179	5	2	18	967	0	0
1.785	1	2	179	6	2	18	967	0	0
1.786	1	2	179	7	2	18	967	0	0
1.787	1	2	179	8	2	18	967	0	0
1.788	1	2	179	9	2	24	1620	0	0
1.789	1	2	179	10	2	24	1620	0	0
1.79	1	1	180	1	1	8	421	0	0
1.791	1	1	180	2	1	8	421	0	0
1.792	1	1	180	3	1	6	309	0	0
1.793	1	1	180	4	1	6	309	0	0
1.794	1	1	180	5	1	12	597	0	0
1.795	1	1	180	6	1	12	597	0	0
1.796	1	1	180	7	1	8	421	0	0
1.797	1	1	180	8	1	8	421	0	0
1.798	1	1	180	9	1	8	421	0	0
1.799	1	1	180	10	1	8	421	0	0
1.8	1	1	181	1	1	12	597	0	0
1.801	1	1	181	2	1	12	597	0	0
1.802	1	2	181	3	2	14	775	0	0
1.803	1	2	181	4	2	14	775	0	0
1.804	1	2	181	5	2	18	967	0	0
1.805	1	2	181	6	2	18	967	0	0
1.806	1	1	181	7	1	8	421	0	0
1.807	1	1	181	8	1	8	421	0	0
1.808	1	1	181	9	1	8	421	0	0
1.809	1	1	181	10	1	8	421	0	0
1.81	1	2	182	1	2	20	1191	0	0
1.811	1	2	182	2	2	20	1191	0	0
1.812	1	2	182	3	2	28	2196	0	0
1.813	1	2	182	4	2	28	2196	0	0
1.822	1	2	183	3	2	26	1836	0	0
1.823	1	2	183	4	2	26	1836	0	0
1.824	1	2	183	5	2	2	133	0	0
1.825	1	1	183	6	1	8	421	0	0
1.826	1	2	183	7	2	20	1191	0	0
1.827	1	2	183	8	2	20	1191	0	0
1.828	1	2	183	9	2	18	967	0	0
1.829	1	2	183	10	2	18	967	0	0
1.83	1	2	184	1	2	26	1836	0	0
1.831	1	2	184	2	2	26	1836	0	0
1.832	1	1	184	3	1	16	903	0	0
1.833	1	1	184	4	1	16	903	0	0
1.841	1	2	185	2	2	28	2196	0	0
1.842	1	2	185	3	2	26	1836	0	0
1.843	1	2	185	4	2	26	1836	0	0
1.844	1	2	185	5	2	22	1383	0	0
1.845	1	2	185	6	2	22	1383	0	0
1.85	1	1	186	1	1	14	775	0	0
1.851	1	1	186	2	1	14	775	0	0
1.852	1	1	186	3	1	6	309	0	0
1.853	1	1	186	4	1	6	309	0	0
1.859	1	2	186	10	2	14	775	0	0
1.86	1	2	187	1	2	16	903	0	0
1.861	1	2	187	2	2	16	903	0	0
1.862	1	2	187	3	2	20	1191	0	0
1.863	1	2	187	4	2	20	1191	0	0
1.864	1	2	187	5	2	18	967	0	0
1.865	1	2	187	6	2	18	967	0	0
1.866	1	2	187	7	2	12	597	0	0
1.867	1	2	187	8	2	12	597	0	0
1.868	1	2	187	9	2	6	309	0	0
1.869	1	2	187	10	2	6	309	0	0
1.87	1	2	188	1	2	14	775	0	0
1.871	1	2	188	2	2	14	775	0	0
1.872	1	1	188	3	1	12	597	0	0
1.873	1	1	188	4	1	12	597	0	0
1.874	1	1	188	5	1	4	217	0	0
1.875	1	1	188	6	1	4	217	0	0
1.876	1	1	188	7	1	14	775	0	0
1.878	1	2	188	9	2	22	1383	0	0
1.879	1	2	188	10	2	22	1383	0	0
1.88	1	2	189	1	2	22	1383	0	0
1.881	1	2	189	2	2	22	1383	0	0
1.882	1	2	189	3	2	16	903	0	0
1.883	1	2	189	4	2	16	903	0	0
1.884	1	2	189	5	2	20	1191	0	0
1.885	1	2	189	6	2	20	1191	0	0
1.886	1	2	189	7	2	22	1383	0	0
1.891	1	1	190	2	1	2	133	0	0
1.892	1	1	190	3	1	14	775	0	0
1.893	1	1	190	4	1	14	775	0	0
1.894	1	1	190	5	1	18	967	0	0
1.895	1	1	190	6	1	18	967	0	0
1.897	1	2	190	8	2	20	1191	0	0
1.898	1	2	190	9	2	16	903	0	0
1.899	1	2	190	10	2	16	903	0	0
1.9	1	2	191	1	2	12	597	0	0
1.901	1	2	191	2	2	12	597	0	0
1.902	1	2	191	3	2	20	1191	0	0
1.903	1	2	191	4	2	20	1191	0	0
1.904	1	2	191	5	2	20	1191	0	0
1.905	1	2	191	6	2	20	1191	0	0
1.906	1	2	191	7	2	18	967	0	0
1.907	1	2	191	8	2	18	967	0	0
1.908	1	2	191	9	2	24	1620	0	0
1.911	1	1	192	2	1	10	469	0	0
1.912	1	1	192	3	1	12	597	0	0
1.913	1	1	192	4	1	12	597	0	0
1.914	1	1	192	5	1	6	309	0	0
1.915	1	1	192	6	1	6	309	0	0
1.917	1	2	192	8	2	18	967	0	0
1.918	1	2	192	9	2	10	469	0	0
1.919	1	2	192	10	2	10	469	0	0
1.92	1	2	193	1	2	12	597	0	0
1.921	1	2	193	2	2	12	597	0	0
1.922	1	2	193	3	2	10	469	0	0
1.923	1	2	193	4	2	10	469	0	0
1.924	1	1	193	5	1	14	775	0	0
1.925	1	1	193	6	1	14	775	0	0
1.926	1	2	193	7	2	22	1383	0	0
1.927	1	2	193	8	2	22	1383	0	0
1.928	1	2	193	9	2	20	1191	0	0
1.929	1	2	193	10	2	20	1191	0	0
1.93	1	2	194	1	2	10	469	0	0
1.931	1	2	194	2	2	10	469	0	0
1.932	1	2	194	3	2	22	1383	0	0
1.933	1	1	194	4	1	12	597	0	0
1.934	1	1	194	5	1	16	903	0	0
1.935	1	1	194	6	1	16	903	0	0
1.936	1	2	194	7	2	18	967	0	0
1.937	1	2	194	8	2	18	967	0	0
1.938	1	2	194	9	2	18	967	0	0
1.939	1	2	194	10	2	18	967	0	0
1.94	1	2	195	1	2	10	469	0	0
1.941	1	2	195	2	2	10	469	0	0
1.942	1	2	195	3	2	20	1191	0	0
1.943	1	2	195	4	2	20	1191	0	0
1.944	1	1	195	5	1	10	469	0	0
1.945	1	2	195	6	2	10	469	0	0
1.946	1	2	195	7	2	22	1383	0	0
1.947	1	2	195	8	2	22	1383	0	0
1.948	1	2	195	9	2	22	1383	0	0
1.949	1	2	195	10	2	22	1383	0	0
1.95	1	2	196	1	2	14	775	0	0
1.951	1	2	196	2	2	14	775	0	0
1.952	1	1	196	3	1	12	597	0	0
1.953	1	1	196	4	1	12	597	0	0
1.954	1	1	196	5	1	10	469	0	0
1.955	1	2	196	6	2	20	1191	0	0
1.956	1	2	196	7	2	24	1620	0	0
1.957	1	2	196	8	2	24	1620	0	0
1.958	1	1	196	9	1	14	775	0	0
1.959	1	2	196	10	2	8	421	0	0
1.96	1	2	197	1	2	24	1620	0	0
1.961	1	2	197	2	2	24	1620	0	0
1.962	1	2	197	3	2	20	1191	0	0
1.963	1	2	197	4	2	20	1191	0	0
1.964	1	2	197	5	2	12	597	0	0
1.965	1	2	197	6	2	12	597	0	0
1.966	1	2	197	7	2	20	1191	0	0
1.967	1	2	197	8	2	20	1191	0	0
1.968	1	2	197	9	2	24	1620	0	0
1.969	1	2	197	10	2	24	1620	0	0
1.97	1	2	198	1	2	20	1191	0	0
1.974	1	2	198	5	2	22	1383	0	0
1.975	1	2	198	6	2	22	1383	0	0
1.976	1	2	198	7	2	8	421	0	0
1.977	1	2	198	8	2	8	421	0	0
1.978	1	2	198	9	2	24	1620	0	0
1.979	1	2	198	10	2	24	1620	0	0
1.98	1	2	199	1	2	20	1191	0	0
1.981	1	2	199	2	2	20	1191	0	0
1.982	1	2	199	3	2	24	1620	0	0
1.983	1	2	199	4	2	24	1620	0	0
1.984	1	2	199	5	2	20	1191	0	0
1.985	1	2	199	6	2	20	1191	0	0
1.986	1	2	199	7	2	16	903	0	0
1.987	1	2	199	8	2	16	903	0	0
1.988	1	2	199	9	2	20	1191	0	0
1.993	1	2	200	4	2	22	1383	0	0
1.994	1	2	200	5	2	14	775	0	0
1.995	1	2	200	6	2	14	775	0	0
1.996	1	2	200	7	2	26	1836	0	0
1.997	1	2	200	8	2	26	1836	0	0
1.998	1	2	200	9	2	28	2196	0	0
1.999	1	2	200	10	2	28	2196	0	0
2	1	2	201	1	2	22	1383	0	0
2.001	1	2	201	2	2	22	1383	0	0
2.005	1	2	201	6	2	20	1191	0	0
2.006	1	2	201	7	2	16	903	0	0
2.007	1	2	201	8	2	16	903	0	0
2.011	1	2	202	2	2	14	775	0	0
2.012	1	2	202	3	2	20	1191	0	0
2.013	1	2	202	4	2	20	1191	0	0
2.014	1	2	202	5	2	18	967	0	0
2.015	1	2	202	6	2	18	967	0	0
2.016	1	2	202	7	2	16	903	0	0
2.017	1	2	202	8	2	16	903	0	0
2.018	1	2	202	9	2	28	2196	0	0
2.019	1	2	202	10	2	28	2196	0	0
2.02	1	2	203	1	2	28	2196	0	0
2.021	1	2	203	2	2	28	2196	0	0
2.023	1	2	203	4	2	24	1620	0	0
2.024	1	2	203	5	2	18	967	0	0
2.03	1	2	204	1	2	22	1383	0	0
2.031	1	2	204	2	2	22	1383	0	0
2.032	1	2	204	3	2	12	597	0	0
2.033	1	2	204	4	2	12	597	0	0
2.034	1	2	204	5	2	18	967	0	0
2.035	1	2	204	6	2	18	967	0	0
2.036	1	2	204	7	2	22	1383	0	0
2.037	1	2	204	8	2	22	1383	0	0
2.038	1	2	204	9	2	26	1836	0	0
2.039	1	2	204	10	2	26	1836	0	0
2.04	1	2	205	1	2	26	1836	0	0
2.041	1	2	205	2	2	26	1836	0	0
2.042	1	2	205	3	2	22	1383	0	0
2.043	1	2	205	4	2	22	1383	0	0
2.049	1	2	205	10	2	14	775	0	0
2.05	1	2	206	1	2	18	967	0	0
2.051	1	2	206	2	2	18	967	0	0
2.052	1	2	206	3	2	24	1620	0	0
2.053	1	2	206	4	2	24	1620	0	0
2.054	1	2	206	5	2	22	1383	0	0
2.055	1	2	206	6	2	22	1383	0	0
2.056	1	2	206	7	2	10	469	0	0
2.057	1	2	206	8	2	10	469	0	0
2.058	1	2	206	9	2	20	1191	0	0
2.059	1	2	206	10	2	20	1191	0	0
2.06	1	2	207	1	2	22	1383	0	0
2.061	1	2	207	2	2	22	1383	0	0
2.062	1	2	207	3	2	18	967	0	0
2.063	1	2	207	4	2	18	967	0	0
2.069	1	2	207	10	2	18	967	0	0
2.07	1	2	208	1	2	0	81	0	0
2.071	1	2	208	2	2	0	81	0	0
2.072	1	2	208	3	2	20	1191	0	0
2.073	1	2	208	4	2	20	1191	0	0
2.074	1	2	208	5	2	22	1383	0	0
2.075	1	2	208	6	2	22	1383	0	0
2.076	1	2	208	7	2	22	1383	0	0
2.077	1	2	208	8	2	22	1383	0	0
2.078	1	2	208	9	2	22	1383	0	0
2.079	1	2	208	10	2	22	1383	0	0
2.08	1	2	209	1	2	0	81	0	0
2.081	1	2	209	2	2	0	81	0	0
2.082	1	2	209	3	2	24	1620	0	0
2.089	1	2	209	10	2	18	967	0	0
2.09	1	2	210	1	2	12	597	0	0
2.091	1	2	210	2	2	12	597	0	0
2.092	1	1	210	3	1	16	903	0	0
2.093	1	1	210	4	1	16	903	0	0
2.094	1	1	210	5	1	14	775	0	0
2.095	1	1	210	6	1	14	775	0	0
2.096	1	2	210	7	2	20	1191	0	0
2.097	1	2	210	8	2	20	1191	0	0
2.098	1	2	210	9	2	20	1191	0	0
2.099	1	2	210	10	2	20	1191	0	0
2.1	1	2	211	1	2	14	775	0	0
2.101	1	2	211	2	2	14	775	0	0
2.102	1	2	211	3	2	24	1620	0	0
2.103	1	2	211	4	2	24	1620	0	0
2.104	1	2	211	5	2	18	967	0	0
2.105	1	2	211	6	2	18	967	0	0
2.106	1	1	211	7	1	14	775	0	0
2.107	1	1	211	8	1	14	775	0	0
2.108	1	2	211	9	2	22	1383	0	0
2.109	1	2	211	10	2	22	1383	0	0
2.11	1	1	212	1	1	6	309	0	0
2.111	1	1	212	2	1	6	309	0	0
2.112	1	1	212	3	1	0	81	0	0
2.113	1	1	212	4	1	0	81	0	0
2.114	1	2	212	5	2	24	1620	0	0
2.115	1	2	212	6	2	24	1620	0	0
2.116	1	2	212	7	2	24	1620	0	0
2.117	1	1	212	8	1	10	469	0	0
2.118	1	1	212	9	1	6	309	0	0
2.119	1	1	212	10	1	6	309	0	0
2.12	1	2	213	1	2	20	1191	0	0
2.121	1	2	213	2	2	20	1191	0	0
2.122	1	1	213	3	1	8	421	0	0
2.123	1	1	213	4	1	8	421	0	0
2.124	1	2	213	5	2	20	1191	0	0
2.125	1	1	213	6	1	12	597	0	0
2.126	1	2	213	7	2	22	1383	0	0
2.127	1	2	213	8	2	22	1383	0	0
2.128	1	2	213	9	2	14	775	0	0
2.132	1	2	214	3	2	14	775	0	0
2.133	1	2	214	4	2	14	775	0	0
2.134	1	2	214	5	2	16	903	0	0
2.135	1	2	214	6	2	16	903	0	0
2.138	1	2	214	9	2	12	597	0	0
2.139	1	2	214	10	2	12	597	0	0
2.14	1	2	215	1	2	22	1383	0	0
2.141	1	2	215	2	2	22	1383	0	0
2.142	1	2	215	3	2	24	1620	0	0
2.144	1	2	215	5	2	24	1620	0	0
2.145	1	2	215	6	2	24	1620	0	0
2.146	1	2	215	7	2	22	1383	0	0
2.151	1	2	216	2	2	26	1836	0	0
2.152	1	2	216	3	2	18	967	0	0
2.153	1	2	216	4	2	18	967	0	0
2.154	1	2	216	5	2	16	903	0	0
2.157	1	2	216	8	2	22	1383	0	0
2.158	1	2	216	9	2	22	1383	0	0
2.159	1	2	216	10	2	22	1383	0	0
2.16	1	2	217	1	2	22	1383	0	0
2.164	1	2	217	5	2	14	775	0	0
2.165	1	2	217	6	2	14	775	0	0
2.166	1	2	217	7	2	18	967	0	0
2.17	1	2	218	1	2	18	967	0	0
2.171	1	2	218	2	2	18	967	0	0
2.172	1	2	218	3	2	4	217	0	0
2.173	1	2	218	4	2	4	217	0	0
2.174	1	2	218	5	2	10	469	0	0
2.175	1	2	218	6	2	10	469	0	0
2.176	1	2	218	7	2	2	133	0	0
2.177	1	2	218	8	2	2	133	0	0
2.178	1	2	218	9	2	16	903	0	0
2.179	1	2	218	10	2	16	903	0	0
2.18	1	2	219	1	2	12	597	0	0
2.181	1	2	219	2	2	12	597	0	0
2.182	1	2	219	3	2	14	775	0	0
2.183	1	2	219	4	2	14	775	0	0
2.184	1	2	219	5	2	20	1191	0	0
2.185	1	2	219	6	2	20	1191	0	0
2.186	1	2	219	7	2	24	1620	0	0
2.19	1	2	220	1	2	20	1191	0	0
2.191	1	2	220	2	2	20	1191	0	0
2.196	1	2	220	7	2	22	1383	0	0
2.197	1	2	220	8	2	22	1383	0	0
2.198	1	2	220	9	2	28	2196	0	0
2.199	1	2	220	10	2	28	2196	0	0
2.202	1	2	221	3	2	24	1620	0	0
2.203	1	2	221	4	2	24	1620	0	0
2.208	1	2	221	9	2	24	1620	0	0
2.209	1	2	221	10	2	24	1620	0	0
2.214	1	2	222	5	2	24	1620	0	0
2.215	1	2	222	6	2	24	1620	0	0
2.216	1	2	222	7	2	28	2196	0	0
2.217	1	2	222	8	2	28	2196	0	0
2.221	1	2	223	2	2	14	775	0	0
2.222	1	2	223	3	2	18	967	0	0
2.223	1	2	223	4	2	18	967	0	0
2.226	1	2	223	7	2	18	967	0	0
2.227	1	2	223	8	2	18	967	0	0
2.228	1	2	223	9	2	14	775	0	0
2.229	1	2	223	10	2	14	775	0	0
2.23	1	2	224	1	2	10	469	0	0
2.231	1	2	224	2	2	10	469	0	0
2.232	1	2	224	3	2	18	967	0	0
2.233	1	2	224	4	2	18	967	0	0
2.234	1	2	224	5	2	16	903	0	0
2.235	1	2	224	6	2	16	903	0	0
2.236	1	2	224	7	2	18	967	0	0
2.237	1	2	224	8	2	18	967	0	0
2.238	1	2	224	9	2	22	1383	0	0
2.241	1	2	225	2	2	20	1191	0	0
2.242	1	2	225	3	2	20	1191	0	0
2.246	1	2	225	7	2	20	1191	0	0
2.247	1	2	225	8	2	20	1191	0	0
2.248	1	2	225	9	2	8	421	0	0
2.249	1	2	225	10	2	8	421	0	0
2.25	1	2	226	1	2	24	1620	0	0
2.251	1	2	226	2	2	24	1620	0	0
2.252	1	2	226	3	2	20	1191	0	0
2.253	1	2	226	4	2	20	1191	0	0
2.254	1	2	226	5	2	18	967	0	0
2.255	1	2	226	6	2	18	967	0	0
2.256	1	2	226	7	2	18	967	0	0
2.257	1	2	226	8	2	18	967	0	0
2.258	1	1	226	9	1	14	775	0	0
2.259	1	1	226	10	1	14	775	0	0
2.26	1	2	227	1	2	12	597	0	0
2.261	1	2	227	2	2	12	597	0	0
2.262	1	2	227	3	2	20	1191	0	0
2.263	1	1	227	4	1	14	775	0	0
2.264	1	1	227	5	1	10	469	0	0
2.265	1	2	227	6	2	22	1383	0	0
2.266	1	2	227	7	2	4	217	0	0
2.267	1	2	227	8	2	4	217	0	0
2.268	1	2	227	9	2	24	1620	0	0
2.269	1	2	227	10	2	24	1620	0	0
2.27	1	2	228	1	2	24	1620	0	0
2.271	1	2	228	2	2	24	1620	0	0
2.272	1	2	228	3	2	16	903	0	0
2.273	1	2	228	4	2	16	903	0	0
2.274	1	2	228	5	2	18	967	0	0
2.275	1	2	228	6	2	18	967	0	0
2.276	1	1	228	7	1	8	421	0	0
2.277	1	1	228	8	1	8	421	0	0
2.278	1	1	228	9	1	12	597	0	0
2.279	1	2	228	10	2	14	775	0	0
2.28	1	1	229	1	1	18	967	0	0
2.281	1	1	229	2	1	18	967	0	0
2.282	1	2	229	3	2	16	903	0	0
2.283	1	2	229	4	2	16	903	0	0
2.284	1	2	229	5	2	18	967	0	0
2.285	1	2	229	6	2	18	967	0	0
2.286	1	2	229	7	2	20	1191	0	0
2.287	1	2	229	8	2	20	1191	0	0
2.288	1	2	229	9	2	16	903	0	0
2.289	1	2	229	10	2	16	903	0	0
2.29	1	2	230	1	2	16	903	0	0
2.291	1	2	230	2	2	16	903	0	0
2.292	1	2	230	3	2	22	1383	0	0
2.293	1	1	230	4	1	8	421	0	0
2.296	1	1	230	7	1	6	309	0	0
2.297	1	1	230	8	1	6	309	0	0
2.298	1	1	230	9	1	8	421	0	0
2.3	1	2	231	1	2	4	217	0	0
2.301	1	2	231	2	2	4	217	0	0
2.302	1	2	231	3	2	8	421	0	0
2.303	1	2	231	4	2	8	421	0	0
2.304	1	2	231	5	2	18	967	0	0
2.305	1	2	231	6	2	18	967	0	0
2.306	1	2	231	7	2	22	1383	0	0
2.307	1	2	231	8	2	22	1383	0	0
2.308	1	2	231	9	2	18	967	0	0
2.309	1	2	231	10	2	18	967	0	0
2.31	1	2	232	1	2	14	775	0	0
2.311	1	2	232	2	2	14	775	0	0
2.312	1	2	232	3	2	12	597	0	0
2.313	1	2	232	4	2	12	597	0	0
2.314	1	2	232	5	2	18	967	0	0
2.315	1	2	232	6	2	18	967	0	0
2.322	1	2	233	3	2	10	469	0	0
2.323	1	2	233	4	2	10	469	0	0
2.324	1	2	233	5	2	16	903	0	0
2.325	1	2	233	6	2	16	903	0	0
2.326	1	2	233	7	2	8	421	0	0
2.327	1	2	233	8	2	8	421	0	0
2.328	1	2	233	9	2	10	469	0	0
2.329	1	2	233	10	2	10	469	0	0
2.33	1	2	234	1	2	20	1191	0	0
2.331	1	2	234	2	2	20	1191	0	0
2.332	1	2	234	3	2	20	1191	0	0
2.333	1	2	234	4	2	20	1191	0	0
2.334	1	2	234	5	2	18	967	0	0
2.335	1	2	234	6	2	18	967	0	0
2.336	1	2	234	7	2	14	775	0	0
2.342	1	2	235	3	2	14	775	0	0
2.343	1	2	235	4	2	14	775	0	0
2.344	1	2	235	5	2	26	1836	0	0
2.345	1	2	235	6	2	26	1836	0	0
2.346	1	2	235	7	2	20	1191	0	0
2.347	1	2	235	8	2	20	1191	0	0
2.348	1	2	235	9	2	22	1383	0	0
2.354	1	2	236	5	2	20	1191	0	0
2.361	1	2	237	2	2	22	1383	0	0
2.362	1	2	237	3	2	18	967	0	0
2.363	1	2	237	4	2	18	967	0	0
2.364	1	2	237	5	2	18	967	0	0
2.365	1	2	237	6	2	18	967	0	0
2.366	1	2	237	7	2	12	597	0	0
2.367	1	2	237	8	2	12	597	0	0
2.368	1	2	237	9	2	12	597	0	0
2.369	1	2	237	10	2	12	597	0	0
2.38	1	2	239	1	2	16	903	0	0
2.381	1	2	239	2	2	16	903	0	0
2.382	1	2	239	3	2	6	309	0	0
2.383	1	2	239	4	2	6	309	0	0
2.384	1	2	239	5	2	16	903	0	0
2.385	1	2	239	6	2	16	903	0	0
2.386	1	2	239	7	2	6	309	0	0
2.387	1	2	239	8	2	6	309	0	0
2.388	1	2	239	9	2	12	597	0	0
2.389	1	2	239	10	2	12	597	0	0
2.39	1	2	240	1	2	14	775	0	0
2.399	1	2	240	10	2	12	597	0	0
2.4	1	2	241	1	2	10	469	0	0
2.401	1	2	241	2	2	10	469	0	0
2.402	1	2	241	3	2	24	1620	0	0
2.403	1	2	241	4	2	24	1620	0	0
2.404	1	2	241	5	2	24	1620	0	0
2.405	1	2	241	6	2	24	1620	0	0
2.419	1	2	242	10	2	12	597	0	0
2.42	1	2	243	1	2	22	1383	0	0
2.421	1	2	243	2	2	22	1383	0	0
2.422	1	2	243	3	2	20	1191	0	0
2.423	1	2	243	4	2	20	1191	0	0
2.424	1	2	243	5	2	12	597	0	0
2.425	1	2	243	6	2	12	597	0	0
2.426	1	2	243	7	2	12	597	0	0
2.438	1	2	244	9	2	8	421	0	0
2.439	1	2	244	10	2	8	421	0	0
2.44	1	2	245	1	2	8	421	0	0
2.441	1	2	245	2	2	8	421	0	0
2.442	1	2	245	3	2	12	597	0	0
2.443	1	2	245	4	2	12	597	0	0
2.444	1	2	245	5	2	16	903	0	0
2.445	1	2	245	6	2	16	903	0	0
2.446	1	2	245	7	2	14	775	0	0
2.447	1	2	245	8	2	14	775	0	0
2.448	1	2	245	9	2	18	967	0	0
2.449	1	2	245	10	2	18	967	0	0
2.45	1	2	246	1	2	12	597	0	0
2.46	1	2	247	1	2	20	1191	0	0
2.461	1	2	247	2	2	20	1191	0	0
2.462	1	2	247	3	2	22	1383	0	0
2.463	1	2	247	4	2	22	1383	0	0
2.464	1	2	247	5	2	28	2196	0	0
2.465	1	2	247	6	2	28	2196	0	0
2.466	1	2	247	7	2	20	1191	0	0
2.479	1	2	248	10	2	8	421	0	0
2.48	1	2	249	1	2	20	1191	0	0
2.481	1	2	249	2	2	20	1191	0	0
2.482	1	2	249	3	2	18	967	0	0
2.483	1	2	249	4	2	18	967	0	0
2.484	1	2	249	5	2	6	309	0	0
2.485	1	2	249	6	2	6	309	0	0
2.486	1	2	249	7	2	18	967	0	0
2.487	1	2	249	8	2	18	967	0	0
2.488	1	2	249	9	2	20	1191	0	0
2.489	1	2	249	10	2	20	1191	0	0
2.498	1	2	250	9	2	18	967	0	0
2.499	1	2	250	10	2	18	967	0	0
2.5	1	2	251	1	2	22	1383	0	0
2.501	1	2	251	2	2	22	1383	0	0
2.502	1	2	251	3	2	16	903	0	0
2.503	1	2	251	4	2	16	903	0	0
2.504	1	2	251	5	2	12	597	0	0
2.505	1	2	251	6	2	12	597	0	0
2.506	1	2	251	7	2	14	775	0	0
2.507	1	2	251	8	2	14	775	0	0
2.508	1	2	251	9	2	0	81	0	0
2.509	1	2	251	10	2	0	81	0	0
2.51	1	2	252	1	2	8	421	0	0
2.517	1	2	252	8	2	20	1191	0	0
2.518	1	2	252	9	2	14	775	0	0
2.519	1	2	252	10	2	14	775	0	0
2.52	1	2	253	1	2	14	775	0	0
2.521	1	2	253	2	2	14	775	0	0
2.522	1	2	253	3	2	22	1383	0	0
2.523	1	2	253	4	2	22	1383	0	0
2.524	1	2	253	5	2	20	1191	0	0
2.525	1	2	253	6	2	20	1191	0	0
2.526	1	2	253	7	2	18	967	0	0
2.527	1	2	253	8	2	18	967	0	0
2.537	1	2	254	8	2	12	597	0	0
2.538	1	2	254	9	2	8	421	0	0
2.539	1	2	254	10	2	8	421	0	0
2.54	1	2	255	1	2	20	1191	0	0
2.541	1	2	255	2	2	20	1191	0	0
2.542	1	2	255	3	2	18	967	0	0
2.543	1	2	255	4	2	18	967	0	0
2.544	1	2	255	5	2	14	775	0	0
2.545	1	2	255	6	2	14	775	0	0
2.546	1	2	255	7	2	14	775	0	0
2.547	1	2	255	8	2	14	775	0	0
2.548	1	2	255	9	2	14	775	0	0
2.549	1	2	255	10	2	14	775	0	0
2.55	1	2	256	1	2	16	903	0	0
2.553	1	1	256	4	1	2	133	0	0
2.554	1	1	256	5	1	8	421	0	0
2.555	1	1	256	6	1	8	421	0	0
2.556	1	1	256	7	1	14	775	0	0
2.558	1	2	256	9	2	8	421	0	0
2.559	1	2	256	10	2	8	421	0	0
2.56	1	2	257	1	2	2	133	0	0
2.561	1	2	257	2	2	2	133	0	0
2.562	1	2	257	3	2	2	133	0	0
2.563	1	2	257	4	2	2	133	0	0
2.564	1	2	257	5	2	14	775	0	0
2.565	1	2	257	6	2	14	775	0	0
2.566	1	2	257	7	2	20	1191	0	0
2.567	1	2	257	8	2	20	1191	0	0
2.568	1	2	257	9	2	20	1191	0	0
2.569	1	2	257	10	2	20	1191	0	0
2.57	1	2	258	1	2	14	775	0	0
2.571	1	2	258	2	2	14	775	0	0
2.572	1	2	258	3	2	14	775	0	0
2.573	1	2	258	4	2	14	775	0	0
2.582	1	2	259	3	2	22	1383	0	0
2.583	1	2	259	4	2	22	1383	0	0
2.584	1	2	259	5	2	20	1191	0	0
2.585	1	2	259	6	2	20	1191	0	0
2.586	1	2	259	7	2	10	469	0	0
2.587	1	2	259	8	2	10	469	0	0
2.588	1	2	259	9	2	4	217	0	0
2.589	1	2	259	10	2	4	217	0	0
2.59	1	2	260	1	2	14	775	0	0
2.591	1	2	260	2	2	14	775	0	0
2.592	1	2	260	3	2	20	1191	0	0
2.593	1	2	260	4	2	20	1191	0	0
2.594	1	2	260	5	2	16	903	0	0
2.6	1	2	261	1	2	22	1383	0	0
2.602	1	2	261	3	2	22	1383	0	0
2.603	1	2	261	4	2	22	1383	0	0
2.604	1	2	261	5	2	14	775	0	0
2.605	1	2	261	6	2	14	775	0	0
2.606	1	2	261	7	2	20	1191	0	0
2.611	1	2	262	2	2	20	1191	0	0
2.618	1	2	262	9	2	24	1620	0	0
2.619	1	2	262	10	2	24	1620	0	0
2.62	1	2	263	1	2	22	1383	0	0
2.621	1	2	263	2	2	22	1383	0	0
2.636	1	2	264	7	2	28	2196	0	0
2.637	1	2	264	8	2	28	2196	0	0
2.638	1	2	264	9	2	20	1191	0	0
2.639	1	2	264	10	2	20	1191	0	0
2.654	1	2	266	5	2	16	903	0	0
2.655	1	2	266	6	2	16	903	0	0
2.656	1	2	266	7	2	20	1191	0	0
2.657	1	2	266	8	2	20	1191	0	0
2.658	1	2	266	9	2	20	1191	0	0
2.659	1	2	266	10	2	20	1191	0	0
2.674	1	2	268	5	2	14	775	0	0
2.675	1	2	268	6	2	14	775	0	0
2.676	1	2	268	7	2	22	1383	0	0
2.677	1	2	268	8	2	22	1383	0	0
2.678	1	2	268	9	2	12	597	0	0
2.679	1	2	268	10	2	12	597	0	0
2.68	1	2	269	1	2	14	775	0	0
2.681	1	2	269	2	2	14	775	0	0
